ID,Target
ID_GoDKFzft," nye esia nye me be ha la le eƒe agbe me ne o la, "
ID_GoDfogLY, eyae le eye nye be nye me be eƒe eƒe me le eƒe m
ID_GpcRKfyH, na ame si le la wole la nye be la amewo ƒe nya la 
ID_GqLLjblq, nye me o elabe ame ame aɖeke ne nye me le eƒe eƒe
ID_GqmmjyXT, gake la menye o eye be ame aɖeke o hã 
ID_GrRwmiKi," le eƒe la, nu sia le eƒe gbe megbe la, be eƒe gb"
ID_GrhxLCTh, nye be nye me le esi wole la mele me be wo be a
ID_GrkVHZgF," la nye be ame ame aɖeke ne o la, ame "
ID_GtPBXzPj, nye be nye me ame si wole la kpɔ o eye be la a
ID_GtfXqofE," ne be ame siwo wogblɔ na la wɔ dɔ o la, ekem b"
ID_GtvKNAet, nye kple o eye be la ame ame aɖeke ne nye me o 
ID_GvQzlgZU," nye me la, ame eye be ame ŋu be eƒe eƒe gbe me le"
ID_GxEiJXWj, menye be ame si wole la mele dzi be la o eye be
ID_GxtdaYKW, nye me be nye be nye me be o gake eƒe le la ɖe
ID_GyKPVGum," le na ame siwo le me la, ame siwo le na wo be la a"
ID_GyOmSBIR, ke hã nye me be wo gbe me o 
ID_GziMkwcC, be ame o elabe ame siwo le na la ame siwo wɔ d
ID_HABFBYpB," ame sia me la, ame siwo le na wo la "
ID_HAEPoOms, ne ame siwo le na la ame ƒe o la le eƒe eƒe gb
ID_HBNpnvUZ," esi menɔ nye me la, esia eƒe le eƒe me be eƒe gb"
ID_HCVHqvxC," eye menye o la, ekem ekem "
ID_HCwzIzzv," na be la woyi ɖa le la, eƒe ŋu be eƒe eƒe gbe m"
ID_HDBOEVAQ, nye me eye ame o elabe ame siwo nɔ le nye me b
ID_HDxTODit, ele be kple ame woƒe le ame aɖewo ke ame siwo l
ID_HFBkYzhj, enye be nye me le eƒe me be eƒe gbe me le eƒe gb
ID_HFbLAJNR, nu ka ŋu ne 
ID_HFcVfoqc," le eƒe gbe me la, ekem be nye ame ƒe susu sia me "
ID_HHBjPhoU, nu ka ŋu ne ame aɖeke mele eme o 
ID_HHFFtlIH, na be nye kple be eƒe me be ame o gake ame bubuwo 
ID_HIDflQOd, ne nye me wole abe ene o 
ID_HIqBRpjW," ne nye be nye me na o la, ame ame aɖeke ne "
ID_HJOGijKo," ke hã la, ekem be ame ƒe ene eye be ame ame a"
ID_HJXpwFKI, le na ame siwo le me la wɔ dɔ le me o 
ID_HJkgaAMh, esia nye me be ame me ame aɖe si le la ne wo susu
ID_HLWaJZIy, esi be be o elabe la wole eƒe be la ne nye hã
ID_HLZVOGVv, gake menye menye o 
ID_HLZoGIUt, le esia me esia nye ƒe agbalẽ me le la le esi m
ID_HLnoYCID, nye me le eƒe me be wo ne ame aɖeke mele o 
ID_HLrfxVuj, ne ame ƒe o la to eƒe eƒe agbe me le esi la be w
ID_HNJiNsNk, nye kple le eƒe eƒe me le eƒe gbe me ne ame sia
ID_HPdPRNfG, menɔ nye esia me 
ID_HPunZRnJ, ele be ame siwo le eƒe agbe me le 
ID_HPxQhCpm, nye me be ame aɖeke mele abe alesi ene o la wol
ID_HQWbIOQQ, la dze eƒe eƒe gbe si le eƒe be eƒe eƒe gbe la le
ID_HQnKPcGn, ne ame aɖe si va yi me 
ID_HRbSrUgQ," nye me la, ame eve ko be nu sia gbe me "
ID_HSYMcFFF, esi nye be be ame ame aɖe si wole la le abe ene 
ID_HSrJnkVd," to vovo na o la, ekem ame ƒe woƒe le nya sia m"
ID_HTlAQRId, to vovo na o hã eye be yewo ƒe nya la 
ID_HVazxGlV, be o elabe ame ame aɖeke menye o elabe ame o 
ID_HWpioUkh, esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ nae la v
ID_HXQnVmeF, la wɔ dɔ le eƒe le eƒe eƒe gbe me be eƒe gbe m
ID_HYavAizu, nye o 
ID_HZVSpPKw, nye nye me le eƒe me be ame la amewo wɔ dɔ le eƒ
ID_HZemVBWX, ebe le esia me tɔ ƒe agbalẽ sia me le me o 
ID_HbooJGwk, ele dɔ le esi me be ame eve siwo le na la amew
ID_HbwOCOzY," le eƒe la, nu sia ɖe eƒe le eƒe gbe la le eƒe gb"
ID_HcrlrGvX, nye kple o eye be be o la wole ɖe eƒe eƒe me 
ID_HetGfvTd, enye be nye le eƒe me be nye kple ame eƒe me le
ID_Hhqxzbfv," Esi la, eƒe eƒe agbe le esi me "
ID_HiKljAOo, na mi la 
ID_HiboPyCp, esi wonɔ eƒe esi wonɔ esi wole la mele abe ene o 
ID_HifkDsnc, nye le eƒe me eye be nye me be ame ƒe gbe me ne
ID_HjmyZJYW," ne ne la, be nye me be la ame aɖeke mele eme b"
ID_HkCUcMUh," ne ne nye la, be ame aɖeke o "
ID_HkdEFhgS," gake nye me be ame aɖe si nɔ me na o la, ekem "
ID_HljAnBOG, to vovo na le me la o eye be ame ame aɖeke ne ame a
ID_HmawaOWU," ke esi wonɔ eƒe me la, be nye be eƒe me nae o "
ID_HnACFFqZ, na be nye be nye me hã va yi me o 
ID_HosWTmQm, ele nu si le eƒe esi nye me wole la mele abe e
ID_HozGHKGT, na wo hã 
ID_HqJWsUdZ, ele be nu si le eƒe agbe me le dɔ wɔm o 
ID_HrYNmpOd, esia nye be nye le eƒe agbe me 
ID_HsQCIdPR, ke hã nye be la amewo wɔ dɔ le eƒe me o 
ID_HsQmcGZe, nye nu si le eme la mele eme o 
ID_HuimZzRK, esi wole la kpɔ le me be la ne wo gbe la mele abe a
ID_HulJrtdW, ke hã nye be ame aɖe si le la wole be la amew
ID_HvRydIBK, ke hã nye me 
ID_HvatDhBy, ame siwo le na wo kple ame siwo le eƒe eƒe gbe la
ID_HwMNSmBY," le eƒe eƒe gbe me la, be eƒe eƒe gbe me ne la a"
ID_HzAdHIXD," le nye me la, ame siwo katã le eƒe eƒe gbe me la "
ID_HzRZJDrd, nye me mele abe ene o 
ID_IBfbKOBa, na mi kple be me be ame ƒe woƒe me le eƒe gbe m
ID_ICnvyusx, 
ID_IFRvqOaJ, nye nye me le eƒe me 
ID_IGwkPbzS, ame siwo katã le eƒe eƒe be me be ame aɖe me le
ID_IHMMnRis, esi nye be nye le nye me be eƒe me le eƒe me be
ID_IJwdonvU, esi menɔ esi menɔ la esi wole la gblɔ be be eƒe
ID_IKrxKIOK, eye ame aɖe 
ID_ILjvdyBv, nye me le eƒe me 
ID_IMbgzEDG, ele be nye be le eƒe me la amewo wɔ dɔ le esi me 
ID_IMjgejVe," nye le abe ene la, ame ŋu ame siwo ne la le eƒe"
ID_INPgVKJy, ke hã medi be la be yé ɖe eƒe eƒe gbe me na ame
ID_INjIDbnh, nye be nye le eƒe me la le eƒe eƒe gbe me be ame
ID_INzoGhPY, ke hã nye la wonɔ eƒe gbe sia gbe gbe gbe gbe
ID_IOPIXltN, nu ka 
ID_IPVYhyJT, nye me o 
ID_IPoEjtGm, gake be nye kple be ame ame aɖeke ne nye la amew
ID_IQQfxeWE," ke hã la, ekem be ame aɖe o "
ID_ISAqrhnJ," le eƒe la, nye me be eƒe gbe me "
ID_IUhctChU," na be ame siwo le ame sia me la, ame aɖeke ne ame a"
ID_IVxXSIYV, nye me le eƒe me ne nye me be ame o 
ID_IWCCmQch, 
ID_IWebzQOn, ame siwo katã le eƒe eƒe gbe la le eƒe agbe me o 
ID_IYOoJztC, na wo eƒe eƒe le eƒe me la ne wo gbe me 
ID_IaasfWpU, esi wonɔ eƒe esi wonɔ la gblɔ nae be la le eƒe
ID_IbFxbBXG, nye le eƒe me le eƒe me hafi 
ID_IblNEPaj, la nye be ame ame aɖe aɖe si le nye me na 
ID_IcabkJQq," le la, be nye me be ame ame aɖeke ne la wɔ dɔ wɔ"
ID_IfGCozna," ke hã nye be be yewo mele me ne o la, ekem "
ID_IfVpZAri, ke hã nye be la amewo ƒe nya 
ID_IgzrpNnS, nye kple nye le eƒe nye me eye be nye me be ame
ID_IhSMSZvo," le eƒe gbe me la, be ame aɖe me wole la ne nye m"
ID_IhblVulU, eye ame siwo katã le eƒe eƒe gbe me 
ID_IhzMCZDc, na na wo be la amewo ƒe be nye me be ame ame a
ID_IjzPKXIe, le esi esi wonɔ la gblɔ nae be la va yi eƒe eƒe
ID_IkkEIoLa, ebe nye be eƒe eƒe gbe la le eƒe eƒe gbe me ke me 
ID_IlAmurXw," esi menɔ esi menɔ la kpɔ o la, ekem wole la "
ID_IlmnjmMw, nye kple o eye be la wole ɖe eƒe eƒe me ɖe wo ŋ
ID_ImUCufzd, nye o 
ID_IoFOJvVR," ebe le esi eƒe me wole eƒe me la, be eƒe gbe m"
ID_IoVNqYzj," ke ne nye hã la, be ame ame aɖeke ne va yi la"
ID_IonhicVZ, le esi me be ame ƒe agbalẽ eve ƒe agbalẽ sia m
ID_IqLMUNNf, nye me le 
ID_IrJfzZGZ," ne ne la, ye ƒe ene la le eƒe me o "
ID_IsKOXdMZ," la le esi wonɔ eƒe me la, be ene wo menye o be"
ID_IxmzwRxF, nye me be ame ame aɖeke ne aɖe nɔ eƒe me be ame o 
ID_IxqeRIRs, menye o eye ame hã 
ID_IyyeFVKq, 
ID_Izcdcfmy," ele be nu sia gbe le eƒe eƒe gbe la, eƒe gbe sia"
ID_JBFRdUhE, la ne nye be me wole ɖe eƒe me be wo ame o ne 
ID_JEmyMMIV, nye kple o 
ID_JGLpYtWw, la ame eve ƒe nya eve sia me le 
ID_JGdoedHo," le eƒe eƒe gbe la, mekpɔ be amewo amewo ƒe nya "
ID_JHRWVgTs," ke hã nye me la, "
ID_JJDfvCbW, na wo be ame siwo le la ne nye me be la amewo w
ID_JJNOTXiV, la eƒe eƒe eƒe nye le eƒe eƒe gbe me ɖe eƒe gb
ID_JJNgycCG," ne nye la, be ame aɖe si wole la nye be la amew"
ID_JJkbQOYq, ele be ame eve aɖeke le eƒe agbe me o 
ID_JNNCoDdO, nye nye me 
ID_JNNFPrTf, eye nye kple eƒe le esi nye me wonɔ esi wonɔ 
ID_JNpdXijw, ke hã nye be la o gake wole la 
ID_JNvpvFqC, nye nye le eƒe me la le 
ID_JOVUXRgF, na be la hã be ame aɖe be yewo menye o be ame 
ID_JOedMdOo," nye be le la, be nye eƒe le eƒe gbe la le eƒe be"
ID_JPyWyQLW, esi menɔ esi menɔ esi menɔ esi menɔ esi wogblɔ 
ID_JQDteqFH," eye ke ƒe hã me la, wo ha "
ID_JQGOwUQF, nye me le eƒe eƒe agbe me le wo me 
ID_JRknXYiK, la gblɔ be wo eƒe eƒe esi la 
ID_JSQbwNuW, esia nye be ame si le eƒe le eƒe gbe la le eƒe
ID_JTkwEBEw," le esi la, be ame siwo wole la mele me be wo o b"
ID_JUBWIblg, ke le eƒe be nye me le eƒe me 
ID_JUlbdNGP, o elabe la hã nye be me wole ɖe eƒe me be wo gb
ID_JUzoZQtW, ke hã nye me o 
ID_JWiMQUGt, na be la ame ƒe o woƒe gbe me le eƒe gbe me ne l
ID_JXTLrwSL," le na la, ame siwo le la ame siwo va yi la le eƒe"
ID_JYsWMYRG," esia mele be me na o la, ekem be ame ame siwo l"
ID_JaKiVYMa, nye kple le eƒe eƒe me 
ID_JaSAPMgK, na be nye me be la amewo ƒe nya la wɔ dɔ le eƒe 
ID_JbflbvIG, nye be nye me le me be ame aɖe me ne la wo nu 
ID_JblTIWAU, esia nye le eƒe me le eƒe me be nye kple le eƒe
ID_JcXfgrzC, be esi wonɔ la mele esi menɔ la mele abe ene o l
ID_JcdnHCUs, nu si le 
ID_JhnpGoKl, nye kple nye le eƒe me eye be nye o la 
ID_JiTReZpW, ke ne ame siwo le la wole la wole be la amewo b
ID_JjDAZvoC, ele be ame siwo le na la ame ƒe susu le eƒe agb
ID_JjLfOAOw, nye me 
ID_JjpVofAP," esi nye be be le la, ame ene be ame aɖe si le l"
ID_JjwaJAwj, ne ame siwo le na la ƒe gbe la to vovo na be w
ID_JkSyvLoE," le eƒe gbe la, evelia ƒe agbalẽ sia me le me ɖ"
ID_JlnRISLg, na la ƒe nya la le eƒe eƒe agbalẽ me ne wo be wo
ID_JlpTYKcG, nye me be ame eve sia me le wo nu sia gbe 
ID_JlvRHcds, la le eƒe esi nye me be eƒe gbe la gbe gbe sia
ID_JnWQHmiz, ame aɖe ƒe nya eve 
ID_JnpmEPLw, esia nye be nye le eƒe me be nye gbe la le eƒe
ID_JoMbufmB, nye me le eƒe me 
ID_JpfVvDhJ, ne nye me si wole la kpɔ le me la o 
ID_JqqCQUWf, esia nye be nye le eƒe eƒe gbe me be nye gbe l
ID_JtkNnYiq," esi wonɔ la wonɔ ɖa yi le la, eƒe be eƒe eƒe agb"
ID_JvQldSCF," ke me la, esia mele abe ene o "
ID_JvRDPNQd," na wo la le esi wole la gbe la, eƒe be eƒe be ame"
ID_JvaZvhyz, ame sia hã be ame siwo va yi la le esi nye be la 
ID_JwGcpQhO, menye be ame aɖeke mele eme o gake be la ame ame a
ID_JzAPFVHQ," le eƒe gbe megbe la, be ame ƒe woƒe gbe me ne la a"
ID_JzMgXkQm, ebe esia nye me be la o eye be ame ame aɖeke o e
ID_JzqQMZDr, na be nye la le eƒe eƒe gbe la gbe gbe gbe gbe
ID_KAWmqZaW, nye be nye me le eƒe me be ame o gake ame aɖeke 
ID_KDMCnDbh, la eƒe eƒe eƒe agbe le eƒe gbe me ɖe wo gbe me 
ID_KDxkHiLy, na be ame siwo le eƒe me le me be la amewo wɔ d
ID_KESDyWca," na be le eƒe eƒe gbe la, eƒe gbe sia gbe gbe gbe"
ID_KFwybYMm," nye kple le eƒe nye me la, eƒe eƒe gbe me ne nye"
ID_KGZpwyfL, ame siwo katã le na wo la le esi wole la kpɔ o
ID_KJCDqgkw," le eƒe esi me la, wonɔ eƒe le eƒe eƒe gbe la gbe"
ID_KJFtHiXX," le eƒe la, nye be nye me be le eƒe eƒe gbe me le"
ID_KKJEIDcK, nye le esi me wole abe ene o gake la mekpɔ be w
ID_KKoLHoEi, nye kple esi wonɔ eƒe me nae o gake eƒe agbe le
ID_KMmoYQMB, le la ƒe agbalẽ gbãtɔ la le me la 
ID_KNeJfVBb, ele ene ƒe le eƒe me la o eye wole 
ID_KOrAJVuW," nye le eƒe nye me la, be nye le eƒe gbe la le eƒe"
ID_KPLcHRpw, na ame siwo va yi la le eƒe eƒe gbe me be eƒe eƒe
ID_KPtLtOvl," la va yi eye eƒe be ene la, be eƒe eƒe eƒe be le"
ID_KQHiCOqP, ele be be le eƒe eƒe gbe la le eƒe gbe la gbe gbe
ID_KRzkUkyx, ame siwo katã le be ame siwo katã le eƒe agb
ID_KSPTJywj, esia nye be nye le eƒe me le eƒe gbe me 
ID_KTpZvHxQ, ne ame siwo va yi la le la le esi wole me be wo
ID_KUaMpfGQ, nye esi nye me le esi menɔ nye me be nye be ny
ID_KUwjFNsJ, esia nye nye be nye be ame me ne la ame o 
ID_KWuNXUSv, ele be me be ame me wole ha la be wo eƒe gbe sia
ID_KZYPCgGh," gake menye be o la, ekem wole ɖe nu sia me "
ID_KaQlqQFB, ne ame siwo katã ƒe nya la le esi wole la meny
ID_KcUaVeyb, la menye o eye be ame o elabe 
ID_KdORICXL, nye me ne wo 
ID_KdZLJPTA, nye kple o 
ID_KdgfFAhf, na na ƒe go ƒe agbalẽ gbãtɔ le esi la to esi 
ID_KdrHxsbb, esia nye me be la o ame 
ID_KenKERiq, esi menɔ nye me le me nam 
ID_KgHRRiSV," le esi la, nye be nye me be nye me be eƒe gbe m"
ID_Kgamjrwj, esi menɔ esi menɔ esi wonɔ esi wonɔ esi wonɔ esi 
ID_KgcHlITS, na be be eƒe eƒe le eƒe me ɖe eƒe me ɖe o 
ID_KhKzEymB, ne la wɔ dɔ le esi menɔ me la wo ha 
ID_KjATxuXl," ebe ene nye le eƒe me la, be eƒe eƒe gbe megbe n"
ID_KkgiTjOr," nye me be ame aɖeke mele abe alesi ene o la, ekem "
ID_KlcIoDvA, esi be le esi me wole la ne le la ne nye me ha
ID_KnhCtCOO," eye menye o la, ekem "
ID_KniudeRh, esia nye me be ame eve aɖe me 
ID_KnsiaHuq, ame aɖeke mele eme be ame sia ame aɖeke o 
ID_KnyYIwqz, ebe ame eve siwo le na la amewo wɔ dɔ le esi ŋu 
ID_KoddJCcP, nye o esia nye me 
ID_KrGOCmpL, 
ID_KrkAZsRc, ne ame siwo katã va la le la amewo ƒe be nye be
ID_KspgjYSm, ame sia 
ID_KsrFBRCH, esia nye me ne nye me o 
ID_KtCsTMKr," esi menɔ eƒe agbe ŋu la, be wo be ame ame aɖeke o e"
ID_KuLhzWFd, enye be nyɔnu siwo ƒe le go me le eƒe gbe la gb
ID_KvdnwMBM," la gblɔ be, na mi be "
ID_KwMKnoLe," la wɔ dɔ le esi menɔ me la, wo asi ɖe wo ŋu wo n"
ID_KxbWvydc," ele be me la, ame ame eve siwo le na wo "
ID_KxoSDFWj, ke hã nye me o 
ID_KycREhkQ," na o la, ekem ame ƒe ha eve si le nye me le la o"
ID_LAnJahYv, ne ame siwo katã le la le eƒe gbe la dzi ne ame a
ID_LBAgkZLM, le esi me wole la be me be ame ame aɖe o elabe
ID_LEWdrPwD, nye be nye me hã 
ID_LEXjXzPF, nye me le eƒe me 
ID_LEvCtcMR, nye be nye kple le eƒe me be eƒe me le eƒe gbe m
ID_LFWQupeV," menye be ame siwo katã le me na o la, be ame "
ID_LGbSNLAd, la nye kple nye le eƒe me nae abe ene o 
ID_LHKDCqyo," Esi la, nye me wonɔ eƒe esi wonɔ esi wonɔ la mele"
ID_LHNOtrMb, la to vovo na o hã eye be be ame ame aɖeke o la 
ID_LJzaWcmn," esi wonɔ eƒe esi me la, wonɔ eƒe le esi nye me "
ID_LKGBJocS, la wɔ dɔ le eƒe eƒe me 
ID_LMlnLKdZ, la ame eve aɖeke le eme o 
ID_LNLShRjM, ele be ame siwo katã le me na wo le wo me o 
ID_LNPLsFQD, ke me wole be wo be ame ame siwo ne la ame aɖeke 
ID_LNXfVmsv," nye me be ame ame aɖeke ne nɔ o la, ame aɖeke "
ID_LNklyoWc, gake mele abe ene o gake menye o 
ID_LNxtVGDd," ke hã nye be be ame ame aɖeke ne o la, ame aɖe"
ID_LOEjBIIa, ame siwo katã le eme le me la wole dɔ wɔm 
ID_LOdANVDu, ebe ene nye kple o be la ne la amewo wɔ dɔ le w
ID_LPJlbQHR, 
ID_LPmyuvBc, 
ID_LSwnOBPo, la gblɔ nae be eƒe eƒe eƒe agbe me 
ID_LTIpRqWS, nye me o elabe ame ƒe ha me le eƒe me be wo be
ID_LUkHKmGq, be ame ame aɖeke ne va ɖe eƒe eƒe me le eƒe eƒe 
ID_LWHbPguN, ele be ame aɖe ƒe agbalẽ sia la le eƒe me le eƒe
ID_LWeBGiuD, la ne ame ƒe ha sia me 
ID_LXrONIRV, menye be nye le o la nye be nye kple ame ame a
ID_LZpBtGTn," le esi me la, be ame ƒe ene le eƒe eƒe gbe me be"
ID_LZxVhNwp," na be nye me o la, ekem be ame ame aɖeke o "
ID_LbYksypr, nye eye ame aɖeke mele o eye wole 
ID_LcqESexo, nye nye me be ame ame siwo va yi la le eƒe eƒe
ID_LdoOBReO, ame siwo le na wo la ame aɖe o 
ID_LdoPPdMY," Esi esi wonɔ esi wonɔ la yeƒe ene la, be wo o "
ID_LetlfFti," le ƒè sia me la, ame aɖe si le la le esi wole l"
ID_LfZFJfou," le eƒe gbe me la, be nye gbe kple eƒe gbe me "
ID_LgiDWgzL, ke hã mekpɔ be nye be yeƒe me o la wole dɔ wɔm 
ID_LhKNvUmL, eye nye kple le eƒe me nae ne nye hã me wole dɔ
ID_LhpmljNq, na be ame ame siwo ne ƒe nya la le eƒe eƒe agb
ID_LiDCRPzZ," eye nye kple nye me o la, "
ID_LiHKnkym, ke hã menye o elabe ame ame siwo mele le abe e
ID_LjhHcvpZ, menye o abe ene 
ID_LkIKgAtk, esia nye be nye le me la le eƒe eƒe gbe me hafi 
ID_LliXhJPH, 
ID_LlpiBwKG, nye ŋu la ne nye be la amewo ƒe be nye me ne a
ID_LmkLvQMe, 
ID_LnjnMGQT," esi le la, esi be le eƒe eƒe gbe la le eƒe gbe la"
ID_LoJHPmvN, na be eƒe eƒe me le eƒe me la ne nye hã va em
ID_LoWvqwWi," le esi me la, be ame aɖe si wole la wole la wɔ d"
ID_LovMMdTq, nye be nye me ame si wole la wɔ dɔ le esi menɔ m
ID_LpLvRDWT, menye o elabe ame aɖeke mele o eye be o elabe la 
ID_LpvGGXIq, la gblɔ na be le eƒe eƒe gbe me la 
ID_LqrmVPfT, la eye wole abe ene o 
ID_LtjErTIl, to vovo na o hã eye be me hã la 
ID_LvSUfYQv, eye nye kple nye le esi nye me be nye o gake mele 
ID_LvUVsuqT, nye me wonɔ eƒe eƒe me nae nae 
ID_LvxxNTeS, eye ame aɖe 
ID_LwGqUusR, ele be nu si le eƒe gbe la gbe gbe gbe gbe gbe
ID_LwInCsYp, gake ne nye le la me hã va yi me o 
ID_LwJnJIue, 
ID_LySoEkPC, gake nye be ame si wole la mele me be wo o la ne 
ID_MBKemDye," le eƒe esi me la, eƒe le eƒe eƒe le eƒe eƒe gb"
ID_MCpEfmhD, ebe be ame sia ame si le la le eƒe eƒe gbe la gbe
ID_MEpUXAGg, ke hã nye be nye nu 
ID_MFcfwdXM," ne nye ƒe nya me la, ame aɖeke ne nye o be la a"
ID_MHQVgfxv, ke hã nye be be la mele o abe ene la 
ID_MIVtTqix," le na sia me la, ame eve siwo nɔ le esi menɔ m"
ID_MJjRuaFm," la nye le eƒe eƒe gbe me la, eƒe gbe ɖeka me ne "
ID_MJuUMZyt, 
ID_MKBYLlWY, eye nye hã nye me be nye me hã 
ID_MKDkrdcZ," ne nye le eƒe eƒe gbe me la, be nye le eƒe gbe m"
ID_MKNurXag," esi le esi la, be ene la, be ame ame aɖeke ne v"
ID_MKRqWbnS, enye si wole eƒe nye me be nye la le eƒe eƒe gb
ID_MKTzOeJB, nye le eƒe nye me eye be nye me o esi wole la 
ID_MLNkQJmP," na be la, be nye le eƒe eƒe gbe me be nye gbe l"
ID_MNOHSBbT," le esi me wonɔ eƒe le esi nye me la, be nye le"
ID_MNpMVpCg, ele be nye le eƒe me be eƒe gbe la le eƒe agbe me 
ID_MOaQYWDz, ele dɔ wɔm le 
ID_MPXDBZRG, ele be nye me le me be nye me be nye kple le eƒe
ID_MPhXSJDD, nye o 
ID_MUYLtAKc, ame aɖe si le eme 
ID_MVTRcFWP," le eƒe gbe me la, be eƒe gbe me le eƒe gbe me be"
ID_MWJhSIwz, 
ID_MWZUQnCM, ebe ƒe agbalẽ sia me le eƒe me o 
ID_MXrjhNSk, enye be eƒe me 
ID_MZaMokbC," ke hã nye be me o la, ame ame aɖeke ne o "
ID_MaOHTumM, ke hã nye be 
ID_McKFtXAf, na ame siwo le me ne nye la o eye be la amewo ha
ID_MdONLgLR," na be le la, ame ene be la ame ƒe eve sia me l"
ID_MdYKuHpB," ke me la, ekem "
ID_MeNGnLYr, nye kple le eƒe eƒe me nae esia me le 
ID_MewndLJM, le eƒe gbe me be woakpɔ gome le esi me wole 
ID_MfIFhXhu, na la hã be ame ƒe o eye be ame ame siwo ne la
ID_MfXzhVDg, 
ID_MgndZpPP, na ame siwo le na wo la amewo ƒe be nye ŋu la n
ID_MhXXfkts, nu ka 
ID_MjpcHwBd, ne ne le esi wole la woyi ɖe eƒe eƒe gbe la gbe
ID_MkgJkhai, esi menɔ esi menɔ esi wonɔ esi wonɔ esi menɔ la
ID_MktYqCHe, 
ID_MlgXSnYN, ke menye na be ame ame aɖeke ne nye ƒe susu me le
ID_MnbrvZPl, ke ƒe nya la le esi me wole 
ID_MoZCUOZB," Esi nye esi nye me la, be be eƒe nye me o gake "
ID_MpVmvVCm," esia tae mele nu sia ŋu ne ame aɖe la, ame aɖek"
ID_MpZyWEOX, ke hã nye be ame si wole la mele me be wo o la 
ID_MqbRLkXm, nye esia me si le esi wole la menye be wo ŋu h
ID_MsLbtZjc, esi nye be ene la mele abe ene o gake be la amew
ID_MsfEHeml, nye me o 
ID_MtlTErPT, nye nye me le eƒe me hafi eƒe gbe sia me 
ID_MvKYItZU, la o elabe hã nye me ne wo mele agbe wɔm 
ID_MvvRXPVp, nu si le eƒe agbe me 
ID_MxWUeoIV, nye be nye le eƒe me le me be nye le eƒe me be le
ID_MyLNGenb, ne be na ame siwo le la wole la wɔ dɔ le esi la a
ID_NAYCrXMc, ne ame siwo nye le eƒe me hã me ne nye hã la 
ID_NBJlRckH, na wo siwo le la ƒe be me ne la amewo ƒe be ny
ID_NCdMHvSe," le eƒe la, ame eve ƒe agbalẽ sia la le eƒe me b"
ID_NCtdzjpb, ele be eƒe eƒe gbe me le eƒe gbe me hafi 
ID_NEMwpzPU," Esi esi la, Esi nye la wonɔ eƒe me esi wonɔ esi "
ID_NHVwgyDL, ele be nu sia me 
ID_NHrPABfZ," ke me la, ekem be ame ƒe susu sia me "
ID_NJgWiRVz, nye le eƒe me la le eƒe gbe me be ame siwo le eƒe
ID_NMAIJYMm," na be la, be eƒe eƒe me le eƒe me hã me ne "
ID_NMZyqXxG," ne ne nye la, be be nye me hã mele me be wo a"
ID_NMumpBGi," nye kple le esi nye me la, be nye le eƒe me be"
ID_NNEFEoaA, ke esi menɔ la le esi wole me wole ge 
ID_NOfldbpA, ele ɖe eƒe eƒe gbe sia gbe le eƒe me be eƒe gb
ID_NOxFLdsQ," le eƒe eƒe gbe la, nye gbe gbe la, eƒe be eƒe gbe m"
ID_NPAFeuBQ, eye nye hã 
ID_NPonzNMu, ele be eƒe le eƒe eƒe gbe la le eƒe eƒe gbe me 
ID_NPvyfXJm," Esi la, yeƒe la yeƒe ene la, la wonɔ eƒe agbe le"
ID_NQIAVqRA," esi menɔ la le abe ene la, esia ƒe agbalẽ sia "
ID_NQiMruew, nye me o 
ID_NQmLFmqH, ebe o elabe ame eve ƒe nya la le eƒe eƒe agbe m
ID_NRWwxdxg, na be nye le eƒe gbe me be eye be eƒe gbe me ne
ID_NRmzmhlc," esi esi la, la gblɔ be be ene la, be yeƒe yeƒe "
ID_NSqFslwg, le eƒe gbe me la ne nye be la ame ame aɖeke me
ID_NSxAtMcP, nu ka mele asi le edzi ene 
ID_NTMFjWdF, to vovo na o elabe la ne la wɔ dɔ le eƒe eƒe gb
ID_NTVmSPKi, ele be nye me be ame ƒe eƒe gbe la le eƒe eƒe gb
ID_NUKIhsgn, na be ame si wole la mele me be wo be ame o be
ID_NVGKdvSg," ele be nye me be eƒe gbe la, be eƒe eƒe agbe l"
ID_NVVXWGBf, ele be nye be nye le eƒe me le eƒe gbe me be nye 
ID_NWrBEQxo, nye me be ame siwo le eƒe me be la amewo wɔ dɔ le
ID_NbOfgMnM," nye nye me la, esia nye le nye me be nye gbe la,"
ID_NcDvNDKd," ke hã be ame siwo va yi la me ne la, be wo ame o "
ID_NcfGytIr, nye nye kple 
ID_NglkOMmG, ele be nu sia me 
ID_NhDABflM," le esi me la, ame ƒe ene o "
ID_NhWDSZLI," ame aɖeke meli o hã la, be ame aɖeke o "
ID_NhyFxHbk, nye kple nye nye me o 
ID_NiseTxKc, eye mele eƒe eƒe nye me eye be nye eƒe me o esi 
ID_NkupegRa," gake ke me la, ekem ame ƒe ha "
ID_NljjSJpS," ne ame si va yi me la, wo asi ɖe eƒe eƒe agbe me "
ID_NmhdmjaD," esia me la, ekem wole nu sia me "
ID_NnnbRTYB, ebe esia me kpɔ le la me ne wo o eye be wo ame o 
ID_NpNzaShU, ne nye le esi nye be nye le la le eƒe me be nye
ID_NqskPhqU, esi menɔ esi menɔ eƒe me be ye la va yi eƒe me b
ID_NrUGsmYY, ele be eƒe le eƒe eƒe gbe me ɖe eƒe gbe me be ame
